,Year,WHO,Climate,Health,Intersection
0,2011.0,South-East Asia,1.0,1.0,0.0
1,2016.0,South-East Asia,1.0,1.0,0.0
2,2017.0,South-East Asia,1.0,1.0,0.0
3,2018.0,South-East Asia,1.0,1.0,0.0
4,2019.0,South-East Asia,1.0,1.0,0.0
5,2020.0,South-East Asia,1.0,1.0,1.0
6,2021.0,South-East Asia,1.0,1.0,0.0
