,Sector,Climate,Health,Intersection,Year
0,banks,0.0,1.0,0.0,2023
1,industrial transportation,1.0,1.0,1.0,2023
2,nonlife insurance,1.0,1.0,0.0,2023
3,technology hardware & equip...,0.0,1.0,0.0,2023
