,Sector,intersection,climate,health
0,diversified,1.0,12.0,21.0
1,industrial metals and mining,0.0,0.0,28.0
2,personal goods,0.0,0.0,0.0
3,real estate investment & se...,0.0,1.0,3.0
4,technology hardware & equip...,0.0,1.0,15.0
