,WHO,Year,intersection,climate,health,sum
0,Africa,2011.0,0.0,2.0,16.0,18.0
1,Africa,2012.0,0.0,7.0,45.0,52.0
2,Africa,2013.0,0.0,11.0,71.0,82.0
3,Africa,2014.0,1.0,15.0,92.0,108.0
4,Africa,2015.0,0.0,5.0,45.0,50.0
5,Africa,2016.0,0.0,7.0,55.0,62.0
6,Africa,2017.0,2.0,7.0,35.0,44.0
7,Africa,2018.0,0.0,1.0,23.0,24.0
8,Africa,2019.0,0.0,13.0,9.0,22.0
9,Africa,2020.0,0.0,0.0,9.0,9.0
10,Africa,2021.0,2.0,26.0,12.0,40.0
11,Africa,2022.0,1.0,21.0,5.0,27.0
12,Africa,2023.0,1.0,30.0,35.0,66.0
