,Year,total_docs,hits,documents,prop_doct
0,2014.0,1,0,0,0.0
1,2017.0,1,0,0,0.0
2,2021.0,1,0,0,0.0
3,2022.0,1,0,0,0.0
4,2023.0,1,0,0,0.0
