,Year,LC_grouping,Climate,Health,Intersection
0,2014.0,Africa,0.0,1.0,0.0
1,2015.0,Africa,1.0,1.0,0.0
2,2018.0,Africa,1.0,1.0,1.0
3,2019.0,Africa,1.0,1.0,1.0
4,2020.0,Africa,1.0,1.0,1.0
5,2021.0,Africa,1.0,1.0,1.0
6,2023.0,Africa,1.0,1.0,1.0
