,Year,total_docs,hits,documents,prop_doct
0,2012.0,3,0,0,0.0
1,2013.0,9,1,1,0.11
2,2014.0,9,1,1,0.11
3,2015.0,8,0,0,0.0
4,2016.0,12,0,0,0.0
5,2017.0,9,1,1,0.11
6,2018.0,6,0,0,0.0
7,2019.0,8,3,2,0.25
8,2020.0,6,0,0,0.0
9,2021.0,12,5,3,0.25
10,2022.0,8,3,2,0.25
11,2023.0,19,12,7,0.37
