Year,total_docs,hits,documents,prop_doct
2011.0,5,0,0,0.0
2012.0,3,0,0,0.0
2013.0,9,0,0,0.0
2014.0,9,0,0,0.0
2015.0,8,0,0,0.0
2016.0,12,2,1,0.08
2017.0,9,0,0,0.0
2018.0,6,0,0,0.0
2019.0,8,4,2,0.25
2020.0,6,2,1,0.17
2021.0,12,6,3,0.25
2022.0,8,3,2,0.25
2023.0,19,6,4,0.21
