,Year,intersection
0,2011.0,32.0
1,2012.0,7.0
2,2013.0,32.0
3,2014.0,26.0
4,2015.0,29.0
5,2016.0,31.0
6,2017.0,33.0
7,2018.0,11.0
8,2019.0,28.0
9,2020.0,17.0
10,2021.0,64.0
11,2022.0,31.0
12,2023.0,125.0
