,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2012.0,0.0,0.0,0.0,0.0
1,1,Asia,2013.0,0.0,0.0,0.0,0.0
2,2,Asia,2014.0,0.0,5.0,4.0,9.0
3,3,Asia,2015.0,1.0,26.0,41.0,68.0
4,4,Asia,2016.0,2.0,21.0,58.0,81.0
5,5,Asia,2017.0,0.0,0.0,3.0,3.0
6,6,Asia,2018.0,0.0,0.0,8.0,8.0
7,7,Asia,2019.0,0.0,0.0,26.0,26.0
8,8,Asia,2020.0,1.0,27.0,86.0,114.0
9,9,Asia,2021.0,0.0,0.0,53.0,53.0
10,10,Asia,2022.0,12.0,44.0,152.0,208.0
11,11,Asia,2023.0,11.0,191.0,224.0,426.0
