,Year,total_docs,hits,documents,prop_doct
0,2012.0,2,0,0,0.0
1,2014.0,3,0,0,0.0
2,2015.0,2,0,0,0.0
3,2016.0,1,0,0,0.0
4,2017.0,1,2,1,1.0
5,2018.0,1,0,0,0.0
6,2019.0,1,0,0,0.0
7,2020.0,3,0,0,0.0
8,2021.0,2,0,0,0.0
9,2022.0,2,0,0,0.0
10,2023.0,4,7,1,0.25
