Year,total_docs,hits,documents,prop_doct
2011.0,6,0,0,0.0
2012.0,3,1,1,0.33
2013.0,8,0,0,0.0
2014.0,5,0,0,0.0
2015.0,6,0,0,0.0
2016.0,11,1,1,0.09
2017.0,13,0,0,0.0
2018.0,17,0,0,0.0
2019.0,22,2,2,0.09
2020.0,29,5,5,0.17
2021.0,44,7,5,0.11
2022.0,39,9,5,0.13
2023.0,50,19,11,0.22
