,Year,total_docs,hits,documents,prop_doct
0,2012.0,3,0,0,0.0
1,2013.0,8,0,0,0.0
2,2014.0,5,0,0,0.0
3,2015.0,6,0,0,0.0
4,2016.0,11,1,1,0.09
5,2017.0,13,0,0,0.0
6,2018.0,17,1,1,0.06
7,2019.0,22,1,1,0.05
8,2020.0,29,9,5,0.17
9,2021.0,44,13,8,0.18
10,2022.0,39,9,7,0.18
11,2023.0,50,31,16,0.32
