,Year,Intersection (Prop)
0,2011.0,0.25
1,2012.0,0.1
2,2013.0,0.21
3,2014.0,0.14
4,2015.0,0.16
5,2016.0,0.24
6,2017.0,0.3
7,2018.0,0.33
8,2019.0,0.36
9,2020.0,0.56
10,2021.0,0.52
11,2022.0,0.51
12,2023.0,0.79
