,Year,intersection
0,2011.0,25.0
1,2012.0,10.0
2,2013.0,27.0
3,2014.0,9.0
4,2015.0,18.0
5,2016.0,27.0
6,2017.0,41.0
7,2018.0,76.0
8,2019.0,80.0
9,2020.0,146.0
10,2021.0,206.0
11,2022.0,214.0
12,2023.0,370.0
