,Year,total_docs,hits,documents,prop_doct
0,2012.0,19,0,0,0.0
1,2013.0,17,0,0,0.0
2,2014.0,19,0,0,0.0
3,2015.0,22,2,2,0.09
4,2016.0,24,2,2,0.08
5,2017.0,26,1,1,0.04
6,2018.0,32,3,3,0.09
7,2019.0,44,7,6,0.14
8,2020.0,60,8,7,0.12
9,2021.0,102,15,12,0.12
10,2022.0,103,15,10,0.1
11,2023.0,90,41,21,0.23
