Year,total_docs,hits,documents,prop_doct
2011.0,17,1,1,0.06
2012.0,19,0,0,0.0
2013.0,17,0,0,0.0
2014.0,19,0,0,0.0
2015.0,22,1,1,0.05
2016.0,24,0,0,0.0
2017.0,26,2,2,0.08
2018.0,32,4,3,0.09
2019.0,44,8,5,0.11
2020.0,60,4,3,0.05
2021.0,102,9,6,0.06
2022.0,103,21,16,0.16
2023.0,90,29,15,0.17
