,WHO,Year,intersection,climate,health,sum
0,Europe,2013.0,0.0,1.0,4.0,5.0
1,Europe,2015.0,0.0,0.0,0.0,0.0
2,Europe,2022.0,4.0,57.0,112.0,173.0
3,Europe,2023.0,5.0,80.0,101.0,186.0
