,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Africa,2015.0,1.0,2.0,2.0,5.0
1,1,Africa,2016.0,1.0,2.0,5.0,8.0
2,2,Africa,2018.0,1.0,4.0,8.0,13.0
3,3,Africa,2020.0,0.0,0.0,5.0,5.0
