Year,total_docs,hits,documents,prop_doct
2011.0,8,0,0,0.0
2012.0,9,1,1,0.11
2013.0,9,0,0,0.0
2014.0,12,0,0,0.0
2015.0,15,0,0,0.0
2016.0,26,2,1,0.04
2017.0,17,5,5,0.29
2018.0,27,10,4,0.15
2019.0,25,8,4,0.16
2020.0,30,5,4,0.13
2021.0,56,20,10,0.18
2022.0,52,25,12,0.23
2023.0,107,60,30,0.28
