,Year,intersection
0,2011.0,14.0
1,2012.0,20.0
2,2013.0,27.0
3,2014.0,33.0
4,2015.0,40.0
5,2016.0,54.0
6,2017.0,43.0
7,2018.0,68.0
8,2019.0,76.0
9,2020.0,123.0
10,2021.0,394.0
11,2022.0,334.0
12,2023.0,824.0
