,Year,total_docs,hits,documents,prop_doct
0,2012.0,9,0,0,0.0
1,2013.0,9,0,0,0.0
2,2014.0,12,0,0,0.0
3,2015.0,15,0,0,0.0
4,2016.0,26,2,1,0.04
5,2017.0,17,3,3,0.18
6,2018.0,27,5,2,0.07
7,2019.0,25,4,3,0.12
8,2020.0,30,14,6,0.2
9,2021.0,56,13,10,0.18
10,2022.0,52,22,10,0.19
11,2023.0,107,112,41,0.38
