Year,total_docs,hits,documents,prop_doct
2012.0,1,0,0,0.0
2013.0,1,0,0,0.0
2014.0,2,0,0,0.0
2015.0,3,0,0,0.0
2016.0,1,0,0,0.0
2017.0,2,0,0,0.0
2018.0,3,0,0,0.0
2019.0,2,0,0,0.0
2020.0,3,0,0,0.0
2021.0,13,1,1,0.08
2022.0,8,0,0,0.0
2023.0,3,1,1,0.33
