,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Africa,2013.0,0.0,0.0,23.0,23.0
1,1,Africa,2014.0,0.0,1.0,4.0,5.0
2,2,Africa,2015.0,0.0,4.0,17.0,21.0
3,3,Africa,2016.0,0.0,2.0,4.0,6.0
4,4,Africa,2017.0,0.0,0.0,1.0,1.0
5,5,Africa,2018.0,1.0,24.0,47.0,72.0
6,6,Africa,2019.0,0.0,14.0,10.0,24.0
7,7,Africa,2020.0,0.0,7.0,23.0,30.0
8,8,Africa,2021.0,0.0,11.0,54.0,65.0
9,9,Africa,2022.0,0.0,3.0,25.0,28.0
10,10,Africa,2023.0,0.0,0.0,0.0,0.0
