,Year,Intersection (Prop)
0,2011.0,0.0
1,2012.0,0.0
2,2013.0,0.27
3,2014.0,0.29
4,2015.0,0.07
5,2016.0,0.05
6,2017.0,0.07
7,2018.0,0.12
8,2019.0,0.15
9,2020.0,0.15
10,2021.0,0.26
11,2022.0,0.41
12,2023.0,0.84
