Year,total_docs,hits,documents,prop_doct
2013.0,6,0,0,0.0
2014.0,5,0,0,0.0
2015.0,1,0,0,0.0
2016.0,1,1,1,1.0
2017.0,1,0,0,0.0
2018.0,2,1,1,0.5
2019.0,3,5,2,0.67
2020.0,3,1,1,0.33
2021.0,8,0,0,0.0
2022.0,11,0,0,0.0
2023.0,27,1,1,0.04
