,Year,total_docs,hits,documents,prop_doct
0,2012.0,3,0,0,0.0
1,2013.0,4,0,0,0.0
2,2014.0,3,0,0,0.0
3,2015.0,7,0,0,0.0
4,2016.0,7,1,1,0.14
5,2017.0,5,0,0,0.0
6,2018.0,3,0,0,0.0
7,2019.0,7,1,1,0.14
8,2020.0,3,0,0,0.0
9,2021.0,9,0,0,0.0
10,2022.0,12,3,2,0.17
11,2023.0,11,1,1,0.09
