,Sector,intersection,climate,health
0,aerospace & defense,0.0,0.0,3.0
1,construction & materials,0.0,3.0,40.0
2,electricity,0.0,0.0,0.0
3,industrial engineering,0.0,2.0,1.0
4,industrial metals and mining,0.0,0.0,1.0
5,industrial support services,0.0,1.0,17.0
6,not applicable,0.0,0.0,0.0
7,"oil, gas, & coal",0.0,1.0,82.0
8,software & computer services,0.0,1.0,0.0
9,technology hardware & equip...,0.0,0.0,8.0
