,Year,total_docs,hits,documents,prop_doct
0,2012.0,1,0,0,0.0
1,2013.0,3,0,0,0.0
2,2014.0,2,0,0,0.0
3,2015.0,1,0,0,0.0
4,2016.0,7,0,0,0.0
5,2017.0,4,2,1,0.25
6,2018.0,4,0,0,0.0
7,2019.0,1,0,0,0.0
8,2021.0,8,0,0,0.0
9,2022.0,9,2,2,0.22
10,2023.0,5,0,0,0.0
