,Year,Intersection (Prop)
0,2011.0,0.06
1,2012.0,0.03
2,2013.0,0.08
3,2014.0,0.06
4,2015.0,0.03
5,2016.0,0.25
6,2017.0,0.14
7,2018.0,0.13
8,2019.0,0.03
9,2020.0,0.0
10,2021.0,0.35
11,2022.0,0.36
12,2023.0,0.29
