Year,total_docs,hits,documents,prop_doct
2011.0,17,0,0,0.0
2012.0,13,0,0,0.0
2013.0,14,0,0,0.0
2014.0,9,1,1,0.11
2015.0,16,2,2,0.12
2016.0,12,1,1,0.08
2017.0,10,2,2,0.2
2018.0,12,3,2,0.17
2019.0,17,6,5,0.29
2020.0,9,5,4,0.44
2021.0,20,7,3,0.15
2022.0,20,5,4,0.2
2023.0,48,6,4,0.08
