,Year,intersection
0,2011.0,74.0
1,2012.0,69.0
2,2013.0,42.0
3,2014.0,56.0
4,2015.0,55.0
5,2016.0,85.0
6,2017.0,58.0
7,2018.0,87.0
8,2019.0,130.0
9,2020.0,127.0
10,2021.0,372.0
11,2022.0,373.0
12,2023.0,885.0
