,Year,WHO,Climate,Health,Intersection
0,2011.0,Eastern Mediterranean,0.0,1.0,0.0
1,2012.0,Eastern Mediterranean,0.0,1.0,0.0
2,2013.0,Eastern Mediterranean,0.0,1.0,0.0
3,2014.0,Eastern Mediterranean,0.0,1.0,0.0
4,2015.0,Eastern Mediterranean,0.0,1.0,0.0
