Year,total_docs,hits,documents,prop_doct
2012.0,2,1,1,0.5
2013.0,1,0,0,0.0
2014.0,2,1,1,0.5
2015.0,5,1,1,0.2
2016.0,4,1,1,0.25
2017.0,4,0,0,0.0
2018.0,4,1,1,0.25
2019.0,7,0,0,0.0
2020.0,8,0,0,0.0
2021.0,12,0,0,0.0
2022.0,19,3,1,0.05
2023.0,16,3,2,0.12
