Year,total_docs,hits,documents,prop_doct
2011.0,4,0,0,0.0
2012.0,4,0,0,0.0
2013.0,2,0,0,0.0
2015.0,2,0,0,0.0
2016.0,3,0,0,0.0
2018.0,3,0,0,0.0
2019.0,7,1,1,0.14
2020.0,6,1,1,0.17
2021.0,6,0,0,0.0
2022.0,10,1,1,0.1
2023.0,6,2,1,0.17
