,Year,total_docs,hits,documents,prop_doct
0,2012.0,8,0,0,0.0
1,2013.0,9,0,0,0.0
2,2014.0,7,0,0,0.0
3,2015.0,13,1,1,0.08
4,2016.0,8,0,0,0.0
5,2017.0,10,0,0,0.0
6,2018.0,11,4,2,0.18
7,2019.0,13,1,1,0.08
8,2020.0,14,3,3,0.21
9,2021.0,31,1,1,0.03
10,2022.0,25,1,1,0.04
11,2023.0,32,21,8,0.25
