,Year,Intersection (Prop)
0,2011.0,0.09
1,2012.0,0.12
2,2013.0,0.11
3,2014.0,0.1
4,2015.0,0.16
5,2016.0,0.11
6,2017.0,0.11
7,2018.0,0.13
8,2019.0,0.15
9,2020.0,0.26
10,2021.0,0.3
11,2022.0,0.3
12,2023.0,0.46
