,Year,intersection
0,2011.0,10.0
1,2012.0,9.0
2,2013.0,23.0
3,2014.0,14.0
4,2015.0,22.0
5,2016.0,13.0
6,2017.0,20.0
7,2018.0,30.0
8,2019.0,21.0
9,2020.0,37.0
10,2021.0,68.0
11,2022.0,63.0
12,2023.0,163.0
