Year,total_docs,hits,documents,prop_doct
2011.0,5,0,0,0.0
2012.0,8,0,0,0.0
2013.0,9,0,0,0.0
2014.0,7,0,0,0.0
2015.0,13,0,0,0.0
2016.0,8,0,0,0.0
2017.0,10,0,0,0.0
2018.0,11,1,1,0.09
2019.0,13,1,1,0.08
2020.0,14,1,1,0.07
2021.0,31,5,3,0.1
2022.0,25,3,2,0.08
2023.0,32,10,5,0.16
