,Year,intersection
0,2011.0,22.0
1,2012.0,48.0
2,2013.0,35.0
3,2014.0,41.0
4,2015.0,42.0
5,2016.0,50.0
6,2017.0,36.0
7,2018.0,45.0
8,2019.0,72.0
9,2020.0,56.0
10,2021.0,154.0
11,2022.0,269.0
12,2023.0,339.0
