,Year,intersection,health,climate
0,2012.0,0.0,2.0,0.0
1,2013.0,0.0,40.0,7.0
2,2014.0,0.0,65.0,12.0
3,2015.0,5.0,87.0,32.0
4,2016.0,7.0,144.0,41.0
5,2017.0,15.0,270.0,49.0
6,2018.0,10.0,290.0,49.0
7,2019.0,5.0,220.0,29.0
8,2020.0,11.0,213.0,48.0
9,2021.0,20.0,425.0,47.0
10,2022.0,16.0,219.0,52.0
11,2023.0,2.0,105.0,18.0
