,Year,total_docs,hits,documents,prop_doct
0,2015.0,3,0,0,0.0
1,2016.0,4,0,0,0.0
2,2017.0,5,0,0,0.0
3,2018.0,3,0,0,0.0
4,2019.0,3,0,0,0.0
5,2020.0,3,0,0,0.0
6,2021.0,9,0,0,0.0
7,2022.0,8,0,0,0.0
8,2023.0,2,0,0,0.0
