,Year,intersection
0,2012.0,0.0
1,2013.0,0.0
2,2014.0,0.0
3,2015.0,5.0
4,2016.0,7.0
5,2017.0,15.0
6,2018.0,10.0
7,2019.0,5.0
8,2020.0,11.0
9,2021.0,20.0
10,2022.0,16.0
11,2023.0,2.0
