,Sector,intersection,health,climate
0,alternative energy,3.0,42.0,102.0
1,construction & materials,6.0,117.0,210.0
2,diversified,0.0,10.0,28.0
3,industrial materials,0.0,31.0,6.0
4,travel & leisure,2.0,36.0,180.0
