,Year,WHO,Climate,Health,Intersection
0,2020.0,Eastern Mediterranean,0.0,1.0,0.0
1,2021.0,Eastern Mediterranean,0.0,1.0,0.0
2,2023.0,Eastern Mediterranean,1.0,1.0,1.0
