,Year,Intersection (Prop)
0,2011.0,0.33
1,2012.0,0.2
2,2013.0,0.17
3,2014.0,0.07
4,2015.0,0.15
5,2016.0,0.08
6,2017.0,0.08
7,2018.0,0.18
8,2019.0,0.11
9,2020.0,0.17
10,2021.0,0.33
11,2022.0,0.34
12,2023.0,0.87
