,WHO,Year,intersection,climate,health,sum
0,Europe,2012.0,0.0,0.0,6.0,6.0
1,Europe,2013.0,0.0,10.0,36.0,46.0
2,Europe,2014.0,0.0,0.0,11.0,11.0
3,Europe,2016.0,0.0,0.0,11.0,11.0
4,Europe,2017.0,5.0,63.0,101.0,169.0
5,Europe,2018.0,4.0,64.0,67.0,135.0
6,Europe,2019.0,3.0,78.0,119.0,200.0
7,Europe,2020.0,3.0,27.0,47.0,77.0
8,Europe,2021.0,4.0,98.0,226.0,328.0
9,Europe,2022.0,15.0,151.0,162.0,328.0
10,Europe,2023.0,10.0,112.0,111.0,233.0
