,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Africa,2015.0,0.0,0.0,105.0,105.0
1,1,Africa,2016.0,1.0,13.0,302.0,316.0
2,2,Africa,2021.0,0.0,0.0,0.0,0.0
3,3,Africa,2022.0,0.0,0.0,13.0,13.0
4,4,Africa,2023.0,0.0,8.0,5.0,13.0
