,Year,intersection
0,2011.0,20.0
1,2012.0,13.0
2,2013.0,3.0
3,2014.0,0.0
4,2015.0,8.0
5,2016.0,6.0
6,2017.0,24.0
7,2018.0,39.0
8,2019.0,42.0
9,2020.0,62.0
10,2021.0,206.0
11,2022.0,232.0
12,2023.0,255.0
