,Year,Intersection (Prop)
0,2011.0,0.3
1,2012.0,0.21
2,2013.0,0.27
3,2014.0,0.32
4,2015.0,0.33
5,2016.0,0.27
6,2017.0,0.35
7,2018.0,0.39
8,2019.0,0.38
9,2020.0,0.56
10,2021.0,0.6
11,2022.0,0.63
12,2023.0,0.77
