Year,total_docs,hits,documents,prop_doct
2011.0,25,0,0,0.0
2012.0,21,1,1,0.05
2013.0,31,6,3,0.1
2014.0,36,0,0,0.0
2015.0,39,2,2,0.05
2016.0,36,1,1,0.03
2017.0,49,3,2,0.04
2018.0,54,2,2,0.04
2019.0,60,7,6,0.1
2020.0,98,12,7,0.07
2021.0,143,24,9,0.06
2022.0,170,20,11,0.06
2023.0,203,38,19,0.09
