,Year,total_docs,hits,documents,prop_doct
0,2012.0,15,2,1,0.07
1,2013.0,17,3,2,0.12
2,2014.0,19,0,0,0.0
3,2015.0,25,2,2,0.08
4,2016.0,26,1,1,0.04
5,2017.0,31,4,3,0.1
6,2018.0,32,4,2,0.06
7,2019.0,29,1,1,0.03
8,2020.0,41,2,2,0.05
9,2021.0,95,36,17,0.18
10,2022.0,95,21,14,0.15
11,2023.0,114,64,35,0.31
