Year,total_docs,hits,documents,prop_doct
2011.0,16,4,3,0.19
2012.0,15,1,1,0.07
2013.0,17,2,2,0.12
2014.0,19,1,1,0.05
2015.0,25,5,3,0.12
2016.0,26,7,3,0.12
2017.0,31,6,3,0.1
2018.0,32,3,2,0.06
2019.0,29,2,1,0.03
2020.0,41,2,2,0.05
2021.0,95,22,8,0.08
2022.0,95,21,13,0.14
2023.0,114,39,20,0.18
