,Year,Intersection (Prop)
0,2011.0,0.35
1,2012.0,0.37
2,2013.0,0.18
3,2014.0,0.16
4,2015.0,0.24
5,2016.0,0.21
6,2017.0,0.3
7,2018.0,0.29
8,2019.0,0.25
9,2020.0,0.39
10,2021.0,0.5
11,2022.0,0.49
12,2023.0,0.66
