Year,total_docs,hits,documents,prop_doct
2011.0,13,0,0,0.0
2012.0,21,0,0,0.0
2013.0,12,0,0,0.0
2014.0,14,0,0,0.0
2015.0,22,0,0,0.0
2016.0,20,0,0,0.0
2017.0,31,0,0,0.0
2018.0,38,1,1,0.03
2019.0,36,5,3,0.08
2020.0,53,8,4,0.08
2021.0,105,12,9,0.09
2022.0,111,19,9,0.08
2023.0,125,17,13,0.1
