,Year,intersection
0,2011.0,26.0
1,2012.0,44.0
2,2013.0,25.0
3,2014.0,27.0
4,2015.0,40.0
5,2016.0,35.0
6,2017.0,74.0
7,2018.0,74.0
8,2019.0,87.0
9,2020.0,128.0
10,2021.0,397.0
11,2022.0,419.0
12,2023.0,572.0
