,Year,total_docs,hits,documents,prop_doct
0,2012.0,21,0,0,0.0
1,2013.0,12,0,0,0.0
2,2014.0,14,3,2,0.14
3,2015.0,22,2,1,0.05
4,2016.0,20,0,0,0.0
5,2017.0,31,3,1,0.03
6,2018.0,38,5,3,0.08
7,2019.0,36,6,5,0.14
8,2020.0,53,4,4,0.08
9,2021.0,105,17,15,0.14
10,2022.0,111,22,14,0.13
11,2023.0,125,43,21,0.17
