,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2012.0,3.0,53.0,127.0,183.0
1,1,Asia,2013.0,0.0,8.0,18.0,26.0
2,2,Asia,2014.0,6.0,66.0,160.0,232.0
3,3,Asia,2015.0,0.0,32.0,32.0,64.0
4,4,Asia,2016.0,0.0,4.0,51.0,55.0
5,5,Asia,2017.0,0.0,3.0,52.0,55.0
6,6,Asia,2018.0,1.0,22.0,60.0,83.0
7,7,Asia,2019.0,3.0,45.0,90.0,138.0
8,8,Asia,2020.0,3.0,5.0,83.0,91.0
9,9,Asia,2021.0,0.0,0.0,19.0,19.0
10,10,Asia,2022.0,0.0,0.0,45.0,45.0
11,11,Asia,2023.0,11.0,150.0,377.0,538.0
