,Year,total_docs,hits,documents,prop_doct
0,2016.0,1,0,0,0.0
1,2017.0,3,2,1,0.33
2,2019.0,1,2,1,1.0
3,2020.0,1,2,1,1.0
4,2021.0,2,3,1,0.5
5,2022.0,1,0,0,0.0
