,Year,Intersection (Prop)
0,2011.0,0.09
1,2012.0,0.4
2,2013.0,0.19
3,2014.0,0.14
4,2015.0,0.13
5,2016.0,0.15
6,2017.0,0.14
7,2018.0,0.21
8,2019.0,0.19
9,2020.0,0.29
10,2021.0,0.3
11,2022.0,0.53
12,2023.0,0.56
