,Year,Intersection (Prop)
0,2011.0,0.25
1,2012.0,0.13
2,2013.0,0.1
3,2014.0,0.07
4,2015.0,0.08
5,2016.0,0.13
6,2017.0,0.12
7,2018.0,0.2
8,2019.0,0.17
9,2020.0,0.25
10,2021.0,0.29
11,2022.0,0.37
12,2023.0,0.59
