Year,total_docs,hits,documents,prop_doct
2011.0,15,0,0,0.0
2012.0,13,4,1,0.08
2013.0,14,0,0,0.0
2014.0,11,0,0,0.0
2015.0,15,0,0,0.0
2016.0,22,2,1,0.05
2017.0,22,2,1,0.05
2018.0,39,3,2,0.05
2019.0,36,6,2,0.06
2020.0,49,5,3,0.06
2021.0,86,3,2,0.02
2022.0,126,19,7,0.06
2023.0,135,19,11,0.08
