,Year,intersection
0,2011.0,68.0
1,2012.0,26.0
2,2013.0,40.0
3,2014.0,27.0
4,2015.0,43.0
5,2016.0,86.0
6,2017.0,130.0
7,2018.0,136.0
8,2019.0,98.0
9,2020.0,133.0
10,2021.0,340.0
11,2022.0,405.0
12,2023.0,634.0
