,Year,intersection
0,2011.0,490.0
1,2012.0,515.0
2,2013.0,516.0
3,2014.0,569.0
4,2015.0,556.0
5,2016.0,679.0
6,2017.0,826.0
7,2018.0,823.0
8,2019.0,1129.0
9,2020.0,1500.0
10,2021.0,4343.0
11,2022.0,4746.0
12,2023.0,7995.0
